id,str_exp,TextList,Segmened_text,vars
125,4,"Congruent(Triangle(A,B,C),LengthOf(Triangle(B,A,D))), Point(A), Point(B), Point(C), Point(D), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(B,D)),5), Equals(LengthOf(Line(A,D)),4), LengthOf(Line(B,C))",Congruent Triangle ABC LengthOf Triangle BAD    Point A  Point B  Point C  Point D  Equals LengthOf Line AB  6  Equals LengthOf Line BD  5  Equals LengthOf Line AD  4  LengthOf Line BC  ,4
127,|(б╠((6.0/2)*(6.0/2)+4.0*4.0))-4.0|,"IsChordOf(Line(A,B),Circle(O)), Line(O,C), Line(A,B), Point(D), Equals(LengthOf(Line(A,B)),6cm), Equals(LengthOf(Line(O,D)),4cm), LengthOf(Line(D,C))",IsChordOf Line AB Circle O   Line OC  Line AB  Point D  Equals LengthOf Line AB  6cm  Equals LengthOf Line OD  4cm  LengthOf Line DC  ,1
128,|90-30.0|,"IsDiameterOf(Line(B,D),Circle(O)), Equals(MeasureOf(Angle(A)),30бу), MeasureOf(Angle(C,B,D))",IsDiameterOf Line BD Circle O   Equals MeasureOf Angle A  30бу  MeasureOf Angle CBD  ,60
130,|((120.0/2)/2)-180|,"Line(B,O), Line(C,O), LengthOf(Triangle(A,B,C)), Point(O), Equals(MeasureOf(Angle(A)),120бу), MeasureOf(Angle(B,O,C))",Line BO  Line CO  LengthOf Triangle ABC   Point O  Equals MeasureOf Angle A  120бу  MeasureOf Angle BOC  ,150
131,8,"BisectsAngle(Line(A,C),MeasureOf(Angle(B,A,D))), Equals(MeasureOf(Angle(B)),MeasureOf(Angle(D))), Equals(LengthOf(Line(A,B)),8cm), LengthOf(Line(A,D))",BisectsAngle Line AC MeasureOf Angle BAD    Equals MeasureOf Angle B  MeasureOf Angle D    Equals LengthOf Line AB  8cm  LengthOf Line AD  ,8
132,((60.0/2)+(80.0/2)),"Line(B,E), Line(C,F), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,C)),80бу), Equals(MeasureOf(Angle(A,C,B)),60бу), IntersectAt(Line(B,E),Line(C,F),Point(D)), MeasureOf(Angle(C,D,E))",Line BE  Line CF  LengthOf Triangle ABC   Equals MeasureOf Angle ABC  80бу  Equals MeasureOf Angle ACB  60бу  IntersectAt Line BE Line CF Point D   MeasureOf Angle CDE  ,70
133,(|90-65.0|*2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Line(C,D), Line(A,B), Equals(MeasureOf(Angle(D,A,B)),65бу), MeasureOf(Angle(A,O,C))",IsDiameterOf Line AB Circle O   Circle O  Line CD  Line AB  Equals MeasureOf Angle DAB  65бу  MeasureOf Angle AOC  ,50
134,(35.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),35бу), MeasureOf(Angle(A,O,B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ACB  35бу  MeasureOf Angle AOB  ,70
136,|(|360-200.0|/2)-180|,"Quadrilateral(A,B,C,D), Angle($), Equals(MeasureOf(Angle(B)),200бу), IntersectAt(MeasureOf(Angle(A,D,C)),MeasureOf(Angle(D,C,B)),Point(O)), MeasureOf(Angle(C,O,D))",Quadrilateral ABCD  Angle $  Equals MeasureOf Angle B  200бу  IntersectAt MeasureOf Angle ADC  MeasureOf Angle DCB  Point O   MeasureOf Angle COD  ,100
137,|||180-100.0|-20.0|-20.0|,"LengthOf(Triangle(A,C,B)), Equals(MeasureOf(Angle(A,C,B)),100бу), Equals(MeasureOf(Angle(A)),20бу), Line(A,B), LengthOf(Triangle(A,B,C)), Line(C,D), Point(B), SideOf(Line(A,C)), MeasureOf(Angle(A,D,B))",LengthOf Triangle ACB   Equals MeasureOf Angle ACB  100бу  Equals MeasureOf Angle A  20бу  Line AB  LengthOf Triangle ABC   Line CD  Point B  SideOf Line AC   MeasureOf Angle ADB  ,40
138,|(||180-70.0|-48.0|/2)-90|,"LengthOf(Triangle(A,B,C)), BisectsAngle(Line(A,D),LengthOf(Triangle(A,B,C))), Line(B,E), Equals(MeasureOf(Angle(C)),70бу), Equals(MeasureOf(Angle(A,B,C)),48бу), MeasureOf(Angle(3))",LengthOf Triangle ABC   BisectsAngle Line AD LengthOf Triangle ABC    Line BE  Equals MeasureOf Angle C  70бу  Equals MeasureOf Angle ABC  48бу  MeasureOf Angle 3  ,59
139,(18.0+10.0),"IsPerpendicularBisectorOf(Line(D,E),Line(A,C)), LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(B,C)),18cm), Equals(LengthOf(Line(A,B)),10cm), PerimeterOf(Polygon($)), LengthOf(Triangle(A,B,D))",IsPerpendicularBisectorOf Line DE Line AC   LengthOf Triangle ABC   Equals LengthOf Line BC  18cm  Equals LengthOf Line AB  10cm  PerimeterOf Polygon $   LengthOf Triangle ABD  ,28
141,120,"InscribedIn(Quadrilateral(A,B,C,D),Circle(O)), Line(C,D), Equals(MeasureOf(Angle(A,D,E)),120бу), MeasureOf(Angle(B))",InscribedIn Quadrilateral ABCD Circle O   Line CD  Equals MeasureOf Angle ADE  120бу  MeasureOf Angle B  ,120
142,|(|180-50.0|/2)-180|,"LengthOf(Triangle(A,B,C)), Line(B,E), Line(C,F), MeasureOf(Angle(A,B,C)), MeasureOf(Angle(A,C,B)), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(B,D,C))",LengthOf Triangle ABC   Line BE  Line CF  MeasureOf Angle ABC   MeasureOf Angle ACB   Equals MeasureOf Angle A  50бу  MeasureOf Angle BDC  ,115
148,(45.0+25.0),"Angle($), Triangle(A,C,B)",Angle $  Triangle ACB ,70
150,(((|180-36.0|/2)/2)+36.0),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(A)),36бу), Line(D,E), Line(A,B), Line(A,C), MeasureOf(Angle(B,D,C))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle A  36бу  Line DE  Line AB  Line AC  MeasureOf Angle BDC  ,72
151,||180-150.0|-90.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),90бу), Point(D), Line(B,C), Parallel(Line(D,E),Line(A,B)), Equals(MeasureOf(Angle(C,D,E)),150бу), MeasureOf(Angle(A))",LengthOf Triangle ABC   Equals MeasureOf Angle C  90бу  Point D  Line BC  Parallel Line DE Line AB   Equals MeasureOf Angle CDE  150бу  MeasureOf Angle A  ,60
152,25,"Equals(MeasureOf(Angle(1)),MeasureOf(Angle(B))), Equals(MeasureOf(Angle(2)),25бу), MeasureOf(Angle(D))",Equals MeasureOf Angle 1  MeasureOf Angle B    Equals MeasureOf Angle 2  25бу  MeasureOf Angle D  ,25
153,|90-50.0|,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(1)),50бу), MeasureOf(Angle(2))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Equals MeasureOf Angle 1  50бу  MeasureOf Angle 2  ,40
154,|||180-35.0|-35.0|-90|,"Angle($), Line(A,B), Circle(O), Equals(IsChordOf(Line(A,C),Circle($)),35бу), Line(P,C), SinOf(g), Point(C), Point(P), MeasureOf(Angle(P))",Angle $  Line AB  Circle O  Equals IsChordOf Line AC Circle $  35бу  Line PC  SinOf g  Point C  Point P  MeasureOf Angle P  ,20
155,|130.0-90|,"Line(m), Line(A,B), Equals(MeasureOf(Angle(A,B,C)),130бу), Angle($)",Line m  Line AB  Equals MeasureOf Angle ABC  130бу  Angle $ ,40
156,(50.0+60.0),"Point(D), Line(A,B), LengthOf(Triangle(A,B,C)), Parallel(Line(B,E),Line(A,C)), Equals(MeasureOf(Angle(C)),50бу), Equals(MeasureOf(Angle(D,B,E)),60бу), MeasureOf(Angle(D,B,C))",Point D  Line AB  LengthOf Triangle ABC   Parallel Line BE Line AC   Equals MeasureOf Angle C  50бу  Equals MeasureOf Angle DBE  60бу  MeasureOf Angle DBC  ,110
157,||180-70.0|-90.0|,"Line(a), Right(Triangle($)), Equals(MeasureOf(Angle(D,C,B)),90бу), Angle($), Equals(Add(MeasureOf(Angle(B)),2),70бу), MeasureOf(Angle(1))",Line a  Right Triangle $   Equals MeasureOf Angle DCB  90бу  Angle $  Equals Add MeasureOf Angle B  2 70бу  MeasureOf Angle 1  ,20
158,|(25.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D), Line(A,B),Circle($)), Equals(MeasureOf(Angle(C,A,B)),25бу), MeasureOf(Angle(A,O,D))",IsDiameterOf Line AB Circle O   IsChordOf Line CD  Line AB Circle $   Equals MeasureOf Angle CAB  25бу  MeasureOf Angle AOD  ,130
159,||180-36.0|-60.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),36бу), Point(A), IntersectAt(LengthOf(Triangle(A,E,D)),Line(A,D),Line(B,C),Point(F)), MeasureOf(Angle(A,F,C))",LengthOf Triangle ABC   Equals MeasureOf Angle C  36бу  Point A  IntersectAt LengthOf Triangle AED  Line AD Line BC Point F   MeasureOf Angle AFC  ,84
160,(|(40.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(O,A,B)),40бу), MeasureOf(Angle(A,C,B))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle OAB  40бу  MeasureOf Angle ACB  ,50
161,(25.0+90),"Line(a), Line(D,C), Point(C), Point(D), Line(D,E), Point(E), Equals(MeasureOf(Angle(1)),25бу), MeasureOf(Angle(2))",Line a  Line DC  Point C  Point D  Line DE  Point E  Equals MeasureOf Angle 1  25бу  MeasureOf Angle 2  ,115
162,|75.0-35.0|,"Line(a), Equals(MeasureOf(Angle(1)),75бу), Equals(MeasureOf(Angle(2)),35бу), MeasureOf(Angle(3))",Line a  Equals MeasureOf Angle 1  75бу  Equals MeasureOf Angle 2  35бу  MeasureOf Angle 3  ,40
164,|90-35.0|,"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), IsMidpointOf(Point(D),Line(B,C)), Equals(MeasureOf(Angle(B,A,D)),35бу), MeasureOf(Angle(C))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   IsMidpointOf Point D Line BC   Equals MeasureOf Angle BAD  35бу  MeasureOf Angle C  ,55
165,||180-70.0|-90.0|,"Parallel(Line(A,B),Line(C,D)), Triangle(D,E,F), Equals(MeasureOf(Angle(E,D,F)),90бу), Angle($), Equals(Add(MeasureOf(Angle(F)),1),70бу), MeasureOf(Angle(2))",Parallel Line AB Line CD   Triangle DEF  Equals MeasureOf Angle EDF  90бу  Angle $  Equals Add MeasureOf Angle F  1 70бу  MeasureOf Angle 2  ,20
166,|||360-90|-90|-50.0|,"Point(P), Circle(O), Line(P,A), Line(P,B), Point(A), Point(B), Equals(MeasureOf(Angle(P)),50бу), MeasureOf(Angle(A,O,B))",Point P  Circle O  Line PA  Line PB  Point A  Point B  Equals MeasureOf Angle P  50бу  MeasureOf Angle AOB  ,130
167,(90+50.0),"Parallel(Line(A,B),Line(E,F)), Line(C,D), Line(E,F), Equals(MeasureOf(Angle(B,A,C)),50бу), MeasureOf(Angle(A,C,D))",Parallel Line AB Line EF   Line CD  Line EF  Equals MeasureOf Angle BAC  50бу  MeasureOf Angle ACD  ,140
170,(8.0/1.0*0.5),"Line(O,A), SinOf(g), Equals(Line(O,B),8m)",Line OA  SinOf g  Equals Line OB 8m ,4
171,|90-70.0|,"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(A,B,C)),70бу), MeasureOf(Angle(B,D,C))",IsDiameterOf Line AB Circle O   Circle O  Equals MeasureOf Angle ABC  70бу  MeasureOf Angle BDC  ,20
172,|(30.0*2)-180|,"LengthOf(Triangle(A,B,C)), Line(A,B), Line(A,C), Equals(MeasureOf(Angle(B)),30бу), LengthOf(Triangle(A,D,E)), Line(D,E), Point(A), Equals(Triangle($),Aбф), MeasureOf(Angle(B,D,A))",LengthOf Triangle ABC   Line AB  Line AC  Equals MeasureOf Angle B  30бу  LengthOf Triangle ADE   Line DE  Point A  Equals Triangle $ Aбф  MeasureOf Angle BDA  ,120
173,(70.0/2),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,D)), Equals(LengthOf(Line(A,D)),Line(D,C)), Equals(MeasureOf(Angle(B)),70бу), MeasureOf(Angle(C))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AD   Equals LengthOf Line AD  Line DC   Equals MeasureOf Angle B  70бу  MeasureOf Angle C  ,35
176,||180-60.0|-40.0|,"Line(a), Equals(MeasureOf(Angle(1)),60бу), Equals(MeasureOf(Angle(2)),40бу), MeasureOf(Angle(3))",Line a  Equals MeasureOf Angle 1  60бу  Equals MeasureOf Angle 2  40бу  MeasureOf Angle 3  ,80
178,(||(90*2)-360|-40.0|/2),"Line(P,A), Line(P,B), Circle(O), Point(A), Point(B), IsDiameterOf(Line(A,C),Circle(O)), Equals(MeasureOf(Angle(P)),40бу), MeasureOf(Angle(A,C,B))",Line PA  Line PB  Circle O  Point A  Point B  IsDiameterOf Line AC Circle O   Equals MeasureOf Angle P  40бу  MeasureOf Angle ACB  ,70
179,||180-90|-20.0|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(C)),20бу), MeasureOf(Angle(A,B,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle C  20бу  MeasureOf Angle ABD  ,70
181,||180-90|-62.0|,"Line(A,B), Line(C,D), Circle(O), Equals(MeasureOf(Angle(C,D,B)),62бу), MeasureOf(Angle(A,C,D))",Line AB  Line CD  Circle O  Equals MeasureOf Angle CDB  62бу  MeasureOf Angle ACD  ,28
183,||180-90.0|-|180-155.0||,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),90бу), Point(D), SideOf(Line(A,C)), Parallel(Line(D,E),Line(B,C)), Equals(MeasureOf(Angle(1)),155бу), Equals(MeasureOf(Angle(B)),())",LengthOf Triangle ABC   Equals MeasureOf Angle A  90бу  Point D  SideOf Line AC   Parallel Line DE Line BC   Equals MeasureOf Angle 1  155бу  Equals MeasureOf Angle B     ,65
185,40,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Point(E), Point(F), Equals(MeasureOf(Angle(A,E,F)),40бу), MeasureOf(Angle(E,F,D))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Point E  Point F  Equals MeasureOf Angle AEF  40бу  MeasureOf Angle EFD  ,40
186,(|(35.0*2)-180|/2),"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(O,A,B)),35бу), MeasureOf(Angle(A,C,B))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle OAB  35бу  MeasureOf Angle ACB  ,55
188,|90-30.0|,"Triangle($), MeasureOf(Angle(A,C,B)), Equals(MeasureOf(Angle(1)),30бу), MeasureOf(Angle(2))",Triangle $  MeasureOf Angle ACB   Equals MeasureOf Angle 1  30бу  MeasureOf Angle 2  ,60
189,||180-40.0|-60.0|,"LengthOf(Triangle(A,B,C)), Point(D), Line(A,B), Point(E), Line(A,C), Parallel(Line(D,E),Line(B,C)), Equals(MeasureOf(Angle(B)),40бу), Equals(MeasureOf(Angle(A,E,D)),60бу), MeasureOf(Angle(A))",LengthOf Triangle ABC   Point D  Line AB  Point E  Line AC  Parallel Line DE Line BC   Equals MeasureOf Angle B  40бу  Equals MeasureOf Angle AED  60бу  MeasureOf Angle A  ,80
190,(|(60.0*2)-180|/2),"IsChordOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(C)),60бу), MeasureOf(Angle(O,B,A))",IsChordOf Line AB Circle O   Circle O  Equals MeasureOf Angle C  60бу  MeasureOf Angle OBA  ,30
191,|90.0-35.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),90бу), Point(D), SideOf(Line(A,C)), Parallel(Line(D,E),Line(B,C)), Equals(MeasureOf(Angle(1)),35бу), MeasureOf(Angle(B))",LengthOf Triangle ABC   Equals MeasureOf Angle A  90бу  Point D  SideOf Line AC   Parallel Line DE Line BC   Equals MeasureOf Angle 1  35бу  MeasureOf Angle B  ,55
193,(|180-50.0|/2),"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Point(E), Point(F), BisectsAngle(Line(E,G),MeasureOf(Angle(B,E,F))), Point(G), Equals(MeasureOf(Angle(1)),50бу), MeasureOf(Angle(2))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Point E  Point F  BisectsAngle Line EG MeasureOf Angle BEF    Point G  Equals MeasureOf Angle 1  50бу  MeasureOf Angle 2  ,65
194,|90-70.0|,"Line(a), Line(b), Line(c), Point(A), Equals(MeasureOf(Angle(1)),70бу)",Line a  Line b  Line c  Point A  Equals MeasureOf Angle 1  70бу ,20
196,(50.0/2),"Circle(O), IsChordOf(Line(A,C),Circle($)), Line(O,B), Equals(MeasureOf(Angle(B,O,C)),50бу), MeasureOf(Angle(O,A,B))",Circle O  IsChordOf Line AC Circle $   Line OB  Equals MeasureOf Angle BOC  50бу  MeasureOf Angle OAB  ,25
198,(40.0+30.0),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B)),40бу), Equals(MeasureOf(Angle(C)),30бу), Line(B,A), Point(D), MeasureOf(Angle(C,A,D))",LengthOf Triangle ABC   Equals MeasureOf Angle B  40бу  Equals MeasureOf Angle C  30бу  Line BA  Point D  MeasureOf Angle CAD  ,70
199,(42.0+23.0),"Square(A,B,C,D), Line(A,C), Line(B,D), Point(O), Equals(MeasureOf(Angle(D,A,C)),42бу), Equals(MeasureOf(Angle(C,B,D)),23бу), Equals(MeasureOf(Angle(C,O,D)),())",Square ABCD  Line AC  Line BD  Point O  Equals MeasureOf Angle DAC  42бу  Equals MeasureOf Angle CBD  23бу  Equals MeasureOf Angle COD     ,65
200,|180-70.0|,"Equals(MeasureOf(Angle(1)),58бу), Equals(MeasureOf(Angle(2)),58бу), Equals(MeasureOf(Angle(3)),70бу), MeasureOf(Angle(4))",Equals MeasureOf Angle 1  58бу  Equals MeasureOf Angle 2  58бу  Equals MeasureOf Angle 3  70бу  MeasureOf Angle 4  ,110
201,(44.0*2),"Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C,B,D)),Mul(MeasureOf(Angle(B,D,C)),2)), Equals(MeasureOf(Angle(B,A,C)),44бу), MeasureOf(Angle(C,A,D))",Equals LengthOf Line AB  Line AC   Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle CBD  Mul MeasureOf Angle BDC  2   Equals MeasureOf Angle BAC  44бу  MeasureOf Angle CAD  ,88
202,(||180-158.0|-42.0|+50.0),"Parallel(Line(a),Line(b)), Equals(MeasureOf(Angle(1)),158бу), Equals(MeasureOf(Angle(2)),42бу), Equals(MeasureOf(Angle(4)),50бу), MeasureOf(Angle(3))",Parallel Line a Line b   Equals MeasureOf Angle 1  158бу  Equals MeasureOf Angle 2  42бу  Equals MeasureOf Angle 4  50бу  MeasureOf Angle 3  ,70
203,|90-40.0|,"Line(B,C), Line(A,E), Point(C), Parallel(Line(C,D),Line(A,B)), Equals(MeasureOf(Angle(B)),40бу), MeasureOf(Angle(E,C,D))",Line BC  Line AE  Point C  Parallel Line CD Line AB   Equals MeasureOf Angle B  40бу  MeasureOf Angle ECD  ,50
205,|((35.0*2)*2)-180|,"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), BisectsAngle(Line(B,D),MeasureOf(Angle(A,B,C))), Line(A,C), Point(D), Parallel(Line(A,E),Line(B,D)), Line(C,B), Point(E), Equals(MeasureOf(Angle(E)),35бу), MeasureOf(Angle(B,A,C))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   BisectsAngle Line BD MeasureOf Angle ABC    Line AC  Point D  Parallel Line AE Line BD   Line CB  Point E  Equals MeasureOf Angle E  35бу  MeasureOf Angle BAC  ,40
206,|7.0-4.0|,"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,C)),4cm), Line(A,B), Line(A,C), Point(N), CircumferenceOf(Circle($)), Equals(LengthOf(Triangle(B,C,N)),7cm), LengthOf(Line(B,C))",LengthOf Triangle ABC   Equals LengthOf Line AC  4cm  Line AB  Line AC  Point N  CircumferenceOf Circle $   Equals LengthOf Triangle BCN  7cm  LengthOf Line BC  ,3
207,(|(90+40.0)-180|/2),"Square(O,A,B,C), Point(O), Square(O,D,E,F), Line(A,F), Equals(MeasureOf(Angle(O,F,A)),())",Square OABC  Point O  Square ODEF  Line AF  Equals MeasureOf Angle OFA     ,25
208,(26.0*2),"Equals(Line(O,A),RadiusOf(Circle(O))), IsChordOf(Line(B,C),Circle($)), Line(O,A), Circle(O), Equals(MeasureOf(Angle(A,D,C)),26бу), MeasureOf(Angle(A,O,B))",Equals Line OA RadiusOf Circle O    IsChordOf Line BC Circle $   Line OA  Circle O  Equals MeasureOf Angle ADC  26бу  MeasureOf Angle AOB  ,52
209,|(63.0*2)-180|,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Point(E), MeasureOf(Angle(B,E,F)), Point(N), Equals(MeasureOf(Angle(1)),63бу), MeasureOf(Angle(2))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Point E  MeasureOf Angle BEF   Point N  Equals MeasureOf Angle 1  63бу  MeasureOf Angle 2  ,54
210,|90-65.0|,"Parallel(Line(A,B),Line(C,D)), Line(C,B), Line(D,B), Equals(MeasureOf(Angle(D)),65бу), MeasureOf(Angle(A,B,C))",Parallel Line AB Line CD   Line CB  Line DB  Equals MeasureOf Angle D  65бу  MeasureOf Angle ABC  ,25
211,(48.0/2),"Circle(O), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(B,O,D)),48бу), MeasureOf(Angle(B,A,C))",Circle O  Line AB  Line CD  Equals MeasureOf Angle BOD  48бу  MeasureOf Angle BAC  ,24
212,|120.0-40.0|,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),40бу), Point(D), Equals(MeasureOf(Angle(C,B,D)),120бу), MeasureOf(Angle(C))",LengthOf Triangle ABC   Equals MeasureOf Angle A  40бу  Point D  Equals MeasureOf Angle CBD  120бу  MeasureOf Angle C  ,80
213,(|180-100.0|/2),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(B,A,C)),100бу), Line(D,E), Line(A,B), Line(B,C), Point(D), Point(E), MeasureOf(Angle(B,A,E))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle BAC  100бу  Line DE  Line AB  Line BC  Point D  Point E  MeasureOf Angle BAE  ,40
215,45,"Angle($), Equals(MeasureOf(Angle(B)),180бу), Equals(MeasureOf(Angle(2)),45бу), Equals(MeasureOf(Angle(D)),())",Angle $  Equals MeasureOf Angle B  180бу  Equals MeasureOf Angle 2  45бу  Equals MeasureOf Angle D     ,45
216,(56.0/2),"Parallel(Line(A,B),Line(C,D)), Line(C,D), Line(E,F), Line(A,B), Point(M), Point(N), BisectsAngle(Line(N,H),MeasureOf(Angle(M,N,D))), Equals(MeasureOf(Angle(A,M,N)),56бу), MeasureOf(Angle(M,N,H))",Parallel Line AB Line CD   Line CD  Line EF  Line AB  Point M  Point N  BisectsAngle Line NH MeasureOf Angle MND    Equals MeasureOf Angle AMN  56бу  MeasureOf Angle MNH  ,28
217,|180-60.0|,"Quadrilateral(A,B,C,D), Quadrilateral($), Circle(O), Equals(MeasureOf(Angle(D,A,B)),60бу), MeasureOf(Angle(B,C,D))",Quadrilateral ABCD  Quadrilateral $  Circle O  Equals MeasureOf Angle DAB  60бу  MeasureOf Angle BCD  ,120
218,(|180-140.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Line(A,C), Line(B,C), Line(C,D), Line(O,D), Equals(MeasureOf(Angle(D,O,B)),140бу), MeasureOf(Angle(A,C,D))",IsDiameterOf Line AB Circle O   Circle O  Line AC  Line BC  Line CD  Line OD  Equals MeasureOf Angle DOB  140бу  MeasureOf Angle ACD  ,20
219,|180-50.0|,"Parallel(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(1))",Parallel Line AB Line CD   Equals MeasureOf Angle A  50бу  MeasureOf Angle 1  ,130
220,|180-108.0|,"Line(a), Equals(MeasureOf(Angle(1)),108бу), MeasureOf(Angle(2))",Line a  Equals MeasureOf Angle 1  108бу  MeasureOf Angle 2  ,72
221,(26.0+37.0),"Parallel(Line(A,C),Line(E,D)), Equals(MeasureOf(Angle(C)),26бу), Equals(MeasureOf(Angle(C,B,E)),37бу), MeasureOf(Angle(B,E,D))",Parallel Line AC Line ED   Equals MeasureOf Angle C  26бу  Equals MeasureOf Angle CBE  37бу  MeasureOf Angle BED  ,63
222,|90-28.0|,"Quadrilateral(A,B,C,D), Line(A,B), Line(C,D), Equals(LengthOf(Line(A,M)),IntersectAt(Line(C,N),Line(M,N),Line(A,C),Point(O))), Line(B,O), Equals(MeasureOf(Angle(D,A,C)),28бу), MeasureOf(Angle(O,B,C))",Quadrilateral ABCD  Line AB  Line CD  Equals LengthOf Line AM  IntersectAt Line CN Line MN Line AC Point O    Line BO  Equals MeasureOf Angle DAC  28бу  MeasureOf Angle OBC  ,62
223,(б╠((б╠(4.0*4.0+3.0*3.0))*(б╠(4.0*4.0+3.0*3.0))+12.0*12.0)),"WidthOf(Polygon($)), HeightOf(Polygon($))",WidthOf Polygon $   HeightOf Polygon $  ,13
225,(||180-42.0|-42.0|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(O,B,C)),42бу), MeasureOf(Angle(A))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle OBC  42бу  MeasureOf Angle A  ,48
226,||180-140.0|-70.0|,"Parallel(Line(A,B),Line(D,E)), Equals(MeasureOf(Angle(A,B,C)),70бу), Equals(MeasureOf(Angle(C,D,E)),140бу), MeasureOf(Angle(B,C,D))",Parallel Line AB Line DE   Equals MeasureOf Angle ABC  70бу  Equals MeasureOf Angle CDE  140бу  MeasureOf Angle BCD  ,30
